bugID,week,month,yearday,hour,day,commit_size,changed_file,churn,committer_exp,reporter_exp,assignee_exp,keyword,fix_time,invalid_status,severity,priority,platform,title_size,cc_count,reopened
1,Thu,Sep,253,19,9,11,3,48,1062,1,1,NO,14.7,NO,normal,P3,All,6,7,NO
1,Tue,Sep,265,17,21,14,6,85,1066,1,1,NO,14.7,NO,normal,P3,All,6,7,NO
1,Tue,Sep,272,17,28,6,1,2,1075,1,1,NO,14.7,NO,normal,P3,All,6,7,NO
1,Fri,Oct,282,20,8,8,6,154,1082,1,1,YES,14.7,NO,normal,P3,All,6,7,NO
1,Mon,Oct,285,10,11,10,1,15,355,1,1,YES,14.7,NO,normal,P3,All,6,7,NO
1,Thu,Oct,288,13,14,4,5,585,5,1,1,NO,14.8,NO,normal,P3,All,6,7,NO
1,Tue,Oct,293,10,19,2,6,208,362,1,1,NO,14.8,NO,normal,P3,All,6,7,NO
1,Thu,Oct,295,17,21,17,1,3,1098,1,1,YES,14.8,NO,normal,P3,All,6,7,NO
1,Fri,Nov,331,20,26,13,1,50,1156,1,1,NO,14.8,NO,normal,P3,All,6,7,NO
1,Fri,Dec,338,21,3,13,1,11,1183,1,1,NO,14.8,NO,normal,P3,All,6,7,NO
1,Thu,Apr,104,16,14,6,1,28,106,1,1,NO,15.0,NO,normal,P3,All,6,7,NO
1,Wed,May,124,8,4,7,1,7,164,1,1,YES,15.0,NO,normal,P3,All,6,7,NO
1,Mon,May,136,23,16,29,8,689,1,1,1,YES,15.0,NO,normal,P3,All,6,7,NO
1,Wed,May,138,21,18,3,4,44,185,1,1,NO,15.0,NO,normal,P3,All,6,7,NO
1,Thu,Jun,153,15,2,4,1,105,212,1,1,NO,15.0,NO,normal,P3,All,6,7,NO
1,Fri,Jul,189,0,8,11,2,7,3,1,1,NO,15.1,NO,normal,P3,All,6,7,NO
1,Fri,Jul,189,15,8,6,1,23,194,1,1,NO,15.1,NO,normal,P3,All,6,7,NO
1,Wed,Jul,194,13,13,6,2,9,1506,1,1,NO,15.1,NO,normal,P3,All,6,7,NO
1,Wed,Aug,222,18,10,13,1,2,1536,1,1,NO,15.1,NO,normal,P3,All,6,7,NO
1,Tue,Aug,235,20,23,10,1,17,1552,1,1,NO,15.1,NO,normal,P3,All,6,7,NO
1,Fri,Oct,294,16,21,12,1,3,1620,1,1,NO,15.2,NO,normal,P3,All,6,7,NO
1,Wed,Nov,320,22,16,8,1,68,1646,1,1,YES,15.2,NO,normal,P3,All,6,7,NO
